Title,Bedrooms,Bathrooms,Full_Location,lat,lon,dist_to_lekki,dist_to_ikeja,Location,Is_Island,Prop_Type,Has_Pool,Has_BQ,New_Build,Bathroom_per_Bedroom,In_Estate,Neighborhood_Tier,Island_x_Beds,Luxury_Score,Price
4 Bedroom Terraced Duplex,4,4,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,300000000.0
2 Bedroom Maisonette,2,2,Oniru Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Other,0,0,0,1.0,0,5,2,0,180000000.0
5 Bedroom Detached Duplex,5,5,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,980000000.0
Luxurious 5 Bedroom Fully Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,400000000.0
4 Bedroom Detached Duplex At Sangotedo,4,4,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,170000000.0
5 Bedroom Detached Duplex At Ajah,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,650000000.0
"4 Bedroom Detached Duplex At Orchid,lekki",4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,260000000.0
3 Bedroom Flat At Sangotedo,3,3,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Flat,0,0,0,1.0,0,4,3,0,60000000.0
5 Bedroom Detached Duplex At Sangotedo,5,5,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,265000000.0
Contemporary 4 Bedroom Semi Detached Duplex,4,5,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.25,0,4,4,0,190000000.0
Luxury 2 Bedroom Apartment,2,3,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Flat,0,0,0,1.5,0,4,2,0,80000000.0
Tiara Estate For The Royals In Ibeju Lekki,0,0,"Alaro City, Itunu City, Amen Estate Phase 3, Lekki Aviation Estate Iberekodo Ibeju Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,0.0,1,4,0,1,39000000.0
Invest In New Lagos While Its Still Affordable,0,0,"Alaro City, Pan Atlantic University, Epe Resort Eleranigbe Ibeju Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,0.0,0,4,0,0,30000000.0
Newly Built 5 Numbers Of 3bedroom Flat Ensiute,3,3,"Olabisi Osho,off Deeper Life Church,close To Medina Estate Gbagada Lagos",6.5857286,3.975694,58.76256740901005,69.05125291773466,Epe,1,Flat,0,0,1,1.0,0,1,3,1,150000000.0
Units Of Newly Built And Standard 2bedroom Apartment,2,2,Akoka Yaba Lagos,6.5114693,3.3699982,12.327418636428003,10.196897835571315,Yaba,0,Flat,0,0,1,1.0,0,4,0,1,100000000.0
Twin Bedroom Estate,0,0,Opebi Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Other,0,0,0,0.0,1,5,0,1,650000000.0
4 Bedroom Duplex,4,4,Ikeja Gra Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Duplex,0,0,0,1.0,0,5,0,0,600000000.0
Tenananted Bungalow,5,5,Awolowo Way Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Bungalow,0,0,0,1.0,0,5,0,0,500000000.0
6 Bedroom Duplex,6,6,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,0,0,0,1.0,0,4,6,0,400000000.0
3 Bedroom Flat,3,3,Opebi Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Flat,0,0,0,1.0,0,5,0,0,600000000.0
3 Bedroom Apartment With Bq,3,3,Awolowo Way Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Flat,0,1,0,1.0,0,5,0,0,200000000.0
Newly Built 5 Bedroom Detached Duplex,5,6,Vgc Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.2,0,4,5,1,320000000.0
4 Bedroom Fully Detached Duplex,4,4,Opebi Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Detached Duplex,0,0,0,1.0,0,5,0,0,400000000.0
A Bay Warehouse,0,0,Oregun Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Other,0,0,0,0.0,0,5,0,0,650000000.0
4 Bedroom Detached Duplex,4,4,Opebi Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Detached Duplex,0,0,0,1.0,0,5,0,0,400000000.0
Solid Structural Built Well Maintained Blocks Of Flats,2,2,Offin Igbogbo Ikorodu Lagos,6.6191233,3.5041271,19.37412223201939,16.98654075658537,Ikorodu,0,Flat,0,0,0,1.0,0,2,0,0,40000000.0
Newly Luxury 5bedrooms Fully Duplex With Pool(video),5,5,Lekki Palm City Estate Addo Road Ajah Ajah Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Duplex,1,0,0,1.0,0,4,5,1,200000000.0
Fully Completed Well Maintained 3bedrooms Bungalow,2,2,Selewu Igbogbo Igbogbo Ikorodu Lagos,6.6191233,3.5041271,19.37412223201939,16.98654075658537,Ikorodu,0,Bungalow,0,0,0,1.0,0,2,0,0,18000000.0
Newly Built 4 Bedroom Duplex In A Serene Environment,4,4,Alfred Court Allen Avenue Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Duplex,0,0,1,1.0,0,5,0,1,400000000.0
3 Bedroom Duplex,3,3,Awolowo Road Awolowo Way Ikeja Lagos,6.5974727,3.3432815,21.044803340125824,1.0271477798224158,Ikeja,0,Duplex,0,0,0,1.0,0,5,0,0,250000000.0
Lovely 4 Bedroom Terraced Duplex,4,0,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,0.0,0,4,4,0,220000000.0
4 Bedroom Terrace Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,160000000.0
5 Bedroom Detached Duplex,5,5,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,550000000.0
Stunning 4 Bedroom Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,160000000.0
Contemporary 4 Bedroom Detached Duplex,4,4,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,150000000.0
Contemporary 4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,170000000.0
5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,550000000.0
4 Bedroom Detached Duplex With Bq,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,165000000.0
4 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,350000000.0
Brand New 4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,4,1,220000000.0
5 Bedroom Detached Duplex,5,5,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,350000000.0
4 Bedroom Terrace Duplex,4,4,Vgc Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,130000000.0
4 Bedroom Terrace Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,140000000.0
5 Bedroom Detached Duplex,5,5,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Detached Duplex,0,0,0,1.0,0,5,5,0,5000000.0
Stunning 2 Bedroom Apartment,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,290000000.0
Stunning 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,820000000.0
4 Bedroom Penthouse,4,4,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,1.0,0,4,4,0,600000000.0
Stunning 6 Bedroom Detached Duplex,6,6,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,6,0,750000000.0
Lovely 2 Bedroom Apartment,2,2,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,200000000.0
2 Bedroom Apartment,2,2,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,145000000.0
Stunning 5 Bedroom Detached Duplex,5,5,Vgc Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,370000000.0
4 Bedroom Fully Detached Duplex With Bq,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,4,0,250000000.0
Luxury 4 Bedroom Terraced Duplex,4,4,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Terrace,0,0,0,1.0,0,5,4,0,900000000.0
4 Bedroom Semi Detached Duplex,4,4,Ologolo Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,200000000.0
Brand New 4 Bedroom Terrace Duplex,4,4,Old Ikoyi Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Terrace,0,0,1,1.0,0,5,4,1,1500000000.0
4 Bedroom Detached Duplex,4,4,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,1100000000.0
4 Bedroom Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,210000000.0
Automated 5 Bedroom Detached Duplex,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1500000000.0
Lovely 2 Bedroom Apartment,2,2,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,195000000.0
6 Bedroom Detached Duplex,6,6,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,6,0,1200000000.0
Luxury 5 Bedroom Detached Duplex,5,5,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,400000000.0
Stunning 4 Bedroom Semi Detached Duplex,4,4,Lekki Conservation Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,160000000.0
Stunning 5 Bedroom Detached Duplex,5,5,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Detached Duplex,0,0,0,1.0,0,5,5,0,1700000000.0
Luxury 6 Bedroom Detached Duplex,6,6,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,6,0,750000000.0
2 Bedroom Apartment,2,2,Victoria Island Lagos,6.4300279,3.4259904,4.5315928067815925,20.705813048742375,Victoria Island,1,Flat,0,0,0,1.0,0,5,2,0,380000000.0
Lovely 4 Bedroom Semi Detached Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,180000000.0
Lovely 3 Bedroom Apartment,3,3,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0,180000000.0
Stunning 4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,140000000.0
2 Bedroom Apartment,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,380000000.0
2 Bedroom Apartment,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,270000000.0
2 Bedroom Apartment,2,2,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,190000000.0
2 Bedroom Apartment,2,2,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,260000000.0
5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,460000000.0
Stunning 5 Bedroom Detached Duplex,5,5,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,270000000.0
Newly Built 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,820000000.0
Luxury 5 Bedroom Detached Duplex,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1550000000.0
5 Bedroom Detached Duplex,5,5,Ologolo Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,480000000.0
Massive 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1500000000.0
Lovely 4 Bedroom Semi Detached Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,200000000.0
Magnificent 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1300000000.0
Luxury 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,730000000.0
Contemporary 4 Bedroom Detached Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,210000000.0
3 Bedroom Terrace Duplex,3,3,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,3,0,110000000.0
2 Bedroom Apartment,2,2,Ologolo Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,130000000.0
3 Bedroom Apartment,3,3,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0,240000000.0
Brand New 4 Bedroom Semi Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,4,1,150000000.0
5 Bedroom Detached Duplex,5,5,Ologolo Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,400000000.0
Magnificent 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,480000000.0
Contemporary 4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,180000000.0
4 Bedroom Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,350000000.0
Lovely 4 Bedroom Terraced Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,125000000.0
5 Bedroom Fully Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,650000000.0
Lovely 3 Bedroom Apartment,3,3,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0,300000000.0
Stunning 5 Bedroom Detached Duplex,5,5,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,500000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,5,1,220000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,650000000.0
4 Bedroom Semi Detached Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,170000000.0
4 Bedroom Semi Detached Duplex,4,4,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,240000000.0
5 Bedroom Semi Detached Duplex,5,5,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Detached Duplex,0,0,0,1.0,0,5,5,0,1000000.0
Lovely 2 Bedroom Apartment,2,2,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,82000000.0
5 Bedroom Semi Detached Duplex With Bq,5,5,Victory Park Estate Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,1,0,1.0,0,4,5,0,480000000.0
Stunning 5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,770000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,1,1.0,0,4,5,1,230000000.0
Contemporary 4 Bedroom Terrace Duplex,4,4,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,330000000.0
Lovely 3 Bedroom Apartment,3,3,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0,90000000.0
Modern 5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,300000000.0
4 Bedroom Terrace Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,170000000.0
Luxury 4 Bedroom Terraced Duplex,4,4,Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Terrace,0,0,0,1.0,0,5,4,0,850000000.0
Smart 6 Bedroom Detached Duplex,6,6,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,6,0,750000000.0
5 Bedroom Detached Duplex With Bq,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,1,0,1.0,0,4,5,0,195000000.0
5 Bedroom Detached Duplex,5,5,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,900000000.0
5 Bedroom Detached Duplex,5,5,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1300000000.0
4 Bedroom Semi Detached Duplex,4,4,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,550000000.0
5 Bedroom Detached Duplex,5,5,Lekki Phase 1 Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,1200000000.0
4 Bedroom Terrace Duplex,4,4,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,330000000.0
5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,220000000.0
3 Bedroom Terrace Duplex,3,3,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,3,0,120000000.0
3 Bedroom Apartment,3,3,"Freedom Way, Lekki Lagos",6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,3,0,235000000.0
Lovely 4 Bedroom Semi Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,180000000.0
Lovely 5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,280000000.0
4 Bedroom Terrace Duplex With Bq,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,1,0,1.0,0,4,4,0,200000000.0
3 Bedroom Maisonette,3,3,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,1.0,0,4,3,0,220000000.0
5 Bedroom Detached Duplex,5,5,Agungi Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,5,0,320000000.0
Brand New 5 Bedroom Detached Duplex,5,5,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,5,1,320000000.0
Newly Built 4 Bedroom Semi Detached Duplex,4,4,Ikota Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,4,1,200000000.0
5 Bedroom Penthouse,4,4,Ikate Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Other,0,0,0,1.0,0,4,4,0,650000000.0
2 Bedroom Apartment,2,2,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Flat,0,0,0,1.0,0,4,2,0,100000000.0
Lovely 5 Bedroom Detached Duplex,5,5,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,285000000.0
4 Bedroom Maisonette,4,4,Prime Location Ikoyi Lagos,6.4516268,3.4117815,5.595874965201447,17.89581566309951,Ikoyi,1,Other,0,0,0,1.0,0,5,4,0,1500000000.0
4 Bedroom Terrace Duplex,4,4,Osapa London Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Terrace,0,0,0,1.0,0,4,4,0,195000000.0
Newly Built 4 Bedroom Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,1,1.0,0,4,4,1,280000000.0
4 Bedroom Detached Duplex,4,4,Chevron Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,260000000.0
4 Bedroom Detached Duplex,4,4,Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,4,0,185000000.0
4 Bedroom Detached Duplex,4,4,Orchid Lekki Lagos,6.4711251,3.8147504,39.0638334712576,53.23478511464151,Lekki,1,Detached Duplex,0,0,0,1.0,0,4,4,0,170000000.0
5 Bedroom Detached Duplex,5,5,Sangotedo Ajah Lagos,6.4694716,3.5623861,11.300377211002502,27.53491907587076,Ajah,1,Detached Duplex,0,0,0,1.0,0,4,5,0,280000000.0
